customer_id,event_date,event_code,churn_date,initial_grade,churn_in_90_days
1,2024-08-28,EE,,F,0
1,2024-08-29,CM,,F,0
1,2024-08-31,EE,,F,0
1,2024-09-01,DUL,,F,0
1,2024-09-02,CS,,F,0
1,2024-09-03,CW,,F,0
1,2024-09-04,CS,,F,0
1,2024-09-05,CS,,F,0
1,2024-09-06,DUL,,F,0
1,2024-09-07,DUL,,F,0
1,2024-09-08,DUL,,F,0
1,2024-09-10,CS,,F,0
1,2024-09-12,CS,,F,0
1,2024-09-14,DUH,,F,0
1,2024-09-15,DUH,,F,0
1,2024-09-16,DUH,,F,0
1,2024-09-19,DUH,,F,0
1,2024-09-20,SCT,,F,0
1,2024-09-21,CS,,F,0
1,2024-09-22,CS,,F,0
1,2024-09-24,CS,,F,0
1,2024-09-25,SCT,,F,0
1,2024-09-26,CS,,F,0
1,2024-10-04,DUL,,F,0
1,2024-10-06,SCT,,F,0
1,2024-10-08,SCB,,F,0
1,2024-10-11,CS,,F,0
1,2024-10-13,DUL,,F,0
1,2024-10-15,DUH,,F,0
1,2024-10-16,DUH,,F,0
1,2024-10-17,SCT,,F,0
1,2024-10-18,SCT,,F,0
1,2024-10-20,CM,,F,0
1,2024-10-21,EE,,F,0
1,2024-10-22,CW,,F,0
1,2024-10-24,CS,,F,0
1,2024-10-25,DUH,,F,0
1,2024-10-26,SCB,,F,0
1,2024-10-27,DUH,,F,0
1,2024-10-29,DUH,,F,0
1,2024-10-30,DUL,,F,0
1,2024-10-31,CM,,F,0
1,2024-11-01,DUL,,F,0
1,2024-11-02,DUL,,F,0
1,2024-11-04,CM,,F,0
1,2024-11-06,EE,,F,0
1,2024-11-07,CS,,F,0
1,2024-11-08,CS,,F,0
1,2024-11-09,DUL,,F,0
1,2024-11-10,CM,,F,0
1,2024-11-13,EE,,F,0
1,2024-11-14,DUH,,F,0
1,2024-11-15,CS,,F,0
1,2024-11-16,CM,,F,0
1,2024-11-18,SCB,,F,0
1,2024-11-19,DUH,,F,0
1,2024-11-20,DUH,,F,0
1,2024-11-22,CM,,F,0
1,2024-11-24,CM,,F,0
1,2024-11-25,DUH,,F,0
1,2024-11-26,EE,,F,0
1,2024-11-28,SCT,,F,0
1,2024-11-29,EE,,F,0
1,2024-11-30,DUH,,F,0
1,2024-12-01,SCT,,F,0
1,2024-12-03,CS,,F,0
1,2024-12-04,CS,,F,0
1,2024-12-05,DUL,,F,0
1,2024-12-09,EE,,F,0
1,2024-12-10,CW,,F,0
1,2024-12-11,CS,,F,0
1,2024-12-14,SCT,,F,0
1,2024-12-16,CW,,F,0
1,2024-12-18,CS,,F,0
1,2024-12-19,CS,,F,0
1,2024-12-21,SCB,,F,0
1,2024-12-23,CM,,F,0
1,2024-12-24,SCT,,F,0
1,2024-12-25,SCB,,F,0
1,2024-12-26,CM,,F,0
1,2024-12-27,DUL,,F,0
1,2024-12-28,DUL,,F,0
1,2024-12-29,CM,,F,0
1,2024-12-31,EE,,F,0
1,2025-01-02,EE,,F,0
1,2025-01-04,DUH,,F,0
1,2025-01-07,CS,,F,0
1,2025-01-12,DUH,,F,0
1,2025-01-15,CM,,F,0
1,2025-01-17,CS,,F,0
1,2025-01-20,SCT,,F,0
1,2025-01-21,DUH,,F,0
1,2025-01-22,SCB,,F,0
1,2025-01-23,DUH,,F,0
1,2025-01-24,SCT,,F,0
1,2025-01-25,CS,,F,0
1,2025-01-27,EE,,F,0
1,2025-01-28,CS,,F,0
1,2025-01-29,CW,,F,0
1,2025-02-02,DUH,,F,0
1,2025-02-04,CS,,F,0
1,2025-02-05,SCB,,F,0
1,2025-02-06,SCT,,F,0
1,2025-02-08,SCB,,F,0
1,2025-02-09,SCT,,F,0
1,2025-02-11,CM,,F,0
1,2025-02-12,CS,,F,0
1,2025-02-13,CS,,F,0
1,2025-02-15,DUH,,F,0
1,2025-02-16,DUH,,F,0
1,2025-02-19,DUL,,F,0
1,2025-02-20,CS,,F,0
1,2025-02-21,DUL,,F,0
1,2025-02-24,CM,,F,0
1,2025-02-26,DUL,,F,0
1,2025-02-27,DUL,,F,0
1,2025-03-02,DUH,,F,0
1,2025-03-03,DUL,,F,0
1,2025-03-05,DUH,,F,0
1,2025-03-06,CM,,F,0
1,2025-03-07,CS,,F,0
1,2025-03-08,CS,,F,0
1,2025-03-10,SCT,,F,0
1,2025-03-13,SCT,,F,0
1,2025-03-15,DUL,,F,0
1,2025-03-17,CM,,F,0
1,2025-03-18,DUL,,F,0
1,2025-03-19,CS,,F,0
1,2025-03-20,DUH,,F,0
1,2025-03-21,SCB,,F,0
1,2025-03-23,CM,,F,0
1,2025-03-25,DUL,,F,0
1,2025-03-26,DUH,,F,0
1,2025-03-27,SCT,,F,0
1,2025-03-29,SCT,,F,0
1,2025-03-31,CS,,F,0
1,2025-04-01,DUH,,F,0
1,2025-04-03,SCB,,F,0
1,2025-04-04,SCT,,F,0
1,2025-04-06,DUH,,F,0
1,2025-04-07,CS,,F,0
1,2025-04-08,EE,,F,0
1,2025-04-09,CS,,F,0
1,2025-04-13,CM,,F,0
1,2025-04-14,DUL,,F,0
1,2025-04-15,CM,,F,0
1,2025-04-16,CM,,F,0
1,2025-04-18,CS,,F,0
1,2025-04-25,SCT,,F,0
1,2025-04-26,DUL,,F,0
1,2025-04-30,EE,,F,0
1,2025-05-05,CS,,F,0
1,2025-05-06,DUL,,F,0
1,2025-05-08,CS,,F,0
1,2025-05-09,EE,,F,0
1,2025-05-10,CW,,F,0
1,2025-05-12,CM,,F,0
1,2025-05-14,DUL,,F,0
1,2025-05-15,SCB,,F,0
1,2025-05-18,DUH,,F,0
1,2025-05-20,DUL,,F,0
1,2025-05-25,CS,,F,0
1,2025-05-26,DUL,,F,0
1,2025-05-27,SCT,,F,0
1,2025-05-29,DUL,,F,0
1,2025-05-30,DUH,,F,0
1,2025-06-01,CM,,F,0
1,2025-06-02,CM,,F,0
1,2025-06-04,CS,,F,0
1,2025-06-05,DUH,,F,0
1,2025-06-07,DUL,,F,0
1,2025-06-09,CS,,F,0
1,2025-06-10,EE,,F,0
1,2025-06-14,CW,,F,0
1,2025-06-15,SCT,,F,0
1,2025-06-16,SCB,,F,0
1,2025-06-17,CS,,F,0
1,2025-06-20,CM,,F,0
1,2025-06-21,DUH,,F,0
1,2025-06-22,SCT,,F,0
1,2025-06-24,SCT,,F,0
1,2025-06-25,DUL,,F,0
1,2025-06-26,CW,,F,0
1,2025-06-27,DUL,,F,0
1,2025-06-28,CS,,F,0
1,2025-07-02,DUL,,F,0
1,2025-07-13,CM,,F,0
1,2025-07-14,CM,,F,0
1,2025-07-16,SCT,,F,0
1,2025-07-17,DUL,,F,0
1,2025-07-19,DUL,,F,0
1,2025-07-20,CS,,F,0
1,2025-07-22,SCT,,F,0
1,2025-07-23,CM,,F,0
1,2025-07-25,CM,,F,0
1,2025-07-26,EE,,F,0
1,2025-07-27,SCT,,F,0
1,2025-07-28,CM,,F,0
1,2025-07-30,CM,,F,0
1,2025-08-01,SCT,,F,0
1,2025-08-03,SCT,,F,0
1,2025-08-05,DUL,,F,0
1,2025-08-06,EE,,F,0
1,2025-08-07,DUL,,F,0
1,2025-08-08,DUL,,F,0
1,2025-08-09,SCT,,F,0
1,2025-08-10,DUH,,F,0
1,2025-08-11,DUL,,F,0
1,2025-08-12,SCB,,F,0
1,2025-08-14,SCT,,F,0
1,2025-08-15,EE,,F,0
1,2025-08-17,DUH,,F,0
1,2025-08-19,DUL,,F,0
1,2025-08-20,DUL,,F,0
1,2025-08-23,CM,,F,0
1,2025-08-30,SCT,,F,0
1,2025-09-01,CS,,F,0
1,2025-09-02,DUL,,F,0
1,2025-09-03,DUL,,F,0
1,2025-09-08,SCB,,F,0
1,2025-09-09,SCB,,F,0
1,2025-09-10,SCB,,F,0
1,2025-09-11,CW,,F,0
1,2025-09-13,CM,,F,0
1,2025-09-15,EE,,F,0
1,2025-09-17,DUH,,F,0
1,2025-09-18,SCT,,F,0
1,2025-09-19,EE,,F,0
1,2025-09-20,DUH,,F,0
1,2025-09-23,DUH,,F,0
1,2025-09-24,CM,,F,0
1,2025-09-25,SCB,,F,0
1,2025-09-27,EE,,F,0
1,2025-09-29,EE,,F,0
1,2025-09-30,EE,,F,0
1,2025-10-01,CM,,F,0
1,2025-10-02,EE,,F,0
1,2025-10-04,EE,,F,0
1,2025-10-05,DUL,,F,0
1,2025-10-06,DUH,,F,0
1,2025-10-07,EE,,F,0
1,2025-10-08,CM,,F,0
1,2025-10-09,EE,,F,0
1,2025-10-11,EE,,F,0
1,2025-10-12,CS,,F,0
1,2025-10-13,EE,,F,0
1,2025-10-14,CM,,F,0
1,2025-10-16,DUL,,F,0
1,2025-10-17,DUH,,F,0
1,2025-10-18,DUL,,F,0
1,2025-10-19,DUL,,F,0
1,2025-10-21,DUH,,F,0
1,2025-10-22,SCT,,F,0
1,2025-10-24,DUL,,F,0
1,2025-10-27,CS,,F,0
1,2025-10-29,CS,,F,0
1,2025-10-31,DUL,,F,0
1,2025-11-01,EE,,F,0
1,2025-11-04,CM,,F,0
1,2025-11-05,DUH,,F,0
1,2025-11-06,CS,,F,0
1,2025-11-07,CS,,F,0
1,2025-11-08,DUL,,F,0
1,2025-11-09,SCT,,F,0
1,2025-11-11,EE,,F,0
1,2025-11-12,CS,,F,0
1,2025-11-13,CS,,F,0
1,2025-11-15,DUL,,F,0
1,2025-11-18,CS,,F,0
1,2025-11-23,DUH,,F,0
1,2025-11-24,CS,,F,0
1,2025-11-26,EE,,F,0
1,2025-11-28,SCT,,F,0
1,2025-11-29,DUL,,F,0
1,2025-11-30,DUL,,F,0
2,2024-12-14,SCT,2025-05-26,F,0
2,2024-12-16,CS,2025-05-26,F,0
2,2024-12-17,EE,2025-05-26,F,0
2,2024-12-19,SCT,2025-05-26,F,0
2,2024-12-20,CM,2025-05-26,F,0
2,2024-12-22,CM,2025-05-26,F,0
2,2024-12-23,DUL,2025-05-26,F,0
2,2024-12-25,CM,2025-05-26,F,0
2,2024-12-26,CW,2025-05-26,F,0
2,2024-12-27,SCT,2025-05-26,F,0
2,2024-12-29,CW,2025-05-26,F,0
2,2025-01-06,DUL,2025-05-26,F,0
2,2025-01-08,SCT,2025-05-26,F,0
2,2025-01-09,DUH,2025-05-26,F,0
2,2025-01-12,SCB,2025-05-26,F,0
2,2025-01-14,CS,2025-05-26,F,0
2,2025-01-15,DUH,2025-05-26,F,0
2,2025-01-17,CM,2025-05-26,F,0
2,2025-01-19,CM,2025-05-26,F,0
2,2025-01-21,EE,2025-05-26,F,0
2,2025-01-25,EE,2025-05-26,F,0
2,2025-01-30,CM,2025-05-26,F,0
2,2025-02-03,DUL,2025-05-26,F,0
2,2025-02-04,SCT,2025-05-26,F,0
2,2025-02-08,CM,2025-05-26,F,0
2,2025-02-09,SCT,2025-05-26,F,0
2,2025-02-12,DUL,2025-05-26,F,0
2,2025-02-13,DUL,2025-05-26,F,0
2,2025-02-15,SCB,2025-05-26,F,0
2,2025-02-16,DUL,2025-05-26,F,0
2,2025-02-17,DUH,2025-05-26,F,0
2,2025-02-18,DUH,2025-05-26,F,0
2,2025-02-20,CW,2025-05-26,F,0
2,2025-02-21,CS,2025-05-26,F,0
2,2025-03-01,DUH,2025-05-26,F,1
2,2025-03-07,DUH,2025-05-26,F,1
2,2025-03-08,SCT,2025-05-26,F,1
2,2025-03-10,CS,2025-05-26,F,1
2,2025-03-11,CM,2025-05-26,F,1
2,2025-03-13,SCB,2025-05-26,F,1
2,2025-03-14,DUL,2025-05-26,F,1
2,2025-03-15,DUL,2025-05-26,F,1
2,2025-03-16,CM,2025-05-26,F,1
2,2025-03-19,CM,2025-05-26,F,1
2,2025-03-20,DUH,2025-05-26,F,1
2,2025-03-22,CM,2025-05-26,F,1
2,2025-03-24,DUH,2025-05-26,F,1
2,2025-03-25,EE,2025-05-26,F,1
2,2025-03-26,DUH,2025-05-26,F,1
2,2025-03-27,CM,2025-05-26,F,1
2,2025-03-28,SCT,2025-05-26,F,1
2,2025-03-31,DUH,2025-05-26,F,1
2,2025-04-01,CM,2025-05-26,F,1
2,2025-04-02,SCB,2025-05-26,F,1
2,2025-04-05,EE,2025-05-26,F,1
2,2025-04-08,CW,2025-05-26,F,1
2,2025-04-09,DUH,2025-05-26,F,1
2,2025-04-10,CM,2025-05-26,F,1
2,2025-04-11,DUL,2025-05-26,F,1
2,2025-04-12,DUL,2025-05-26,F,1
2,2025-04-15,SCT,2025-05-26,F,1
2,2025-04-17,DUH,2025-05-26,F,1
2,2025-04-20,SCB,2025-05-26,F,1
2,2025-04-21,SCB,2025-05-26,F,1
2,2025-04-22,DUL,2025-05-26,F,1
2,2025-04-23,EE,2025-05-26,F,1
2,2025-04-25,DUL,2025-05-26,F,1
2,2025-04-27,DUH,2025-05-26,F,1
2,2025-04-29,CM,2025-05-26,F,1
2,2025-05-01,DUL,2025-05-26,F,1
2,2025-05-02,EE,2025-05-26,F,1
2,2025-05-05,EE,2025-05-26,F,1
2,2025-05-12,DUL,2025-05-26,F,1
2,2025-05-14,EE,2025-05-26,F,1
2,2025-05-17,DUH,2025-05-26,F,1
2,2025-05-18,CS,2025-05-26,F,1
2,2025-05-21,CW,2025-05-26,F,1
2,2025-05-23,EE,2025-05-26,F,1
2,2025-05-24,SCT,2025-05-26,F,1
2,2025-05-26,CS,2025-05-26,F,1
3,2024-09-28,DUH,,C,0
3,2024-09-29,CM,,C,0
3,2024-09-30,SCT,,C,0
3,2024-10-01,CM,,C,0
3,2024-10-02,CM,,C,0
3,2024-10-04,SCB,,C,0
3,2024-10-09,DUL,,C,0
3,2024-10-10,DUH,,C,0
3,2024-10-11,DUH,,C,0
3,2024-10-12,CS,,C,0
3,2024-10-14,CS,,C,0
3,2024-10-15,EE,,C,0
3,2024-10-16,CW,,C,0
3,2024-10-18,DUL,,C,0
3,2024-10-19,DUL,,C,0
3,2024-10-20,CM,,C,0
3,2024-10-21,CM,,C,0
3,2024-10-23,CM,,C,0
3,2024-10-24,CS,,C,0
3,2024-10-25,CW,,C,0
3,2024-10-27,DUL,,C,0
3,2024-10-30,DUH,,C,0
3,2024-11-01,EE,,C,0
3,2024-11-02,DUL,,C,0
3,2024-11-04,SCB,,C,0
3,2024-11-05,DUL,,C,0
3,2024-11-07,CM,,C,0
3,2024-11-10,DUH,,C,0
3,2024-11-13,DUH,,C,0
3,2024-11-14,CS,,C,0
3,2024-11-19,SCT,,C,0
3,2024-11-20,DUH,,C,0
3,2024-11-22,SCB,,C,0
3,2024-11-23,DUH,,C,0
3,2024-11-24,DUH,,C,0
3,2024-11-26,CM,,C,0
3,2024-11-27,DUL,,C,0
3,2024-11-28,CM,,C,0
3,2024-11-30,SCT,,C,0
3,2024-12-02,DUH,,C,0
3,2024-12-05,EE,,C,0
3,2024-12-07,CM,,C,0
3,2024-12-08,SCT,,C,0
3,2024-12-09,DUH,,C,0
3,2024-12-11,CS,,C,0
3,2024-12-13,CM,,C,0
3,2024-12-14,CM,,C,0
3,2024-12-16,SCT,,C,0
3,2024-12-17,DUL,,C,0
3,2024-12-18,DUH,,C,0
3,2024-12-20,DUH,,C,0
3,2024-12-21,DUL,,C,0
3,2024-12-25,SCT,,C,0
3,2024-12-26,CS,,C,0
3,2024-12-27,DUH,,C,0
3,2024-12-29,DUH,,C,0
3,2024-12-30,CW,,C,0
3,2024-12-31,CS,,C,0
3,2025-01-02,CM,,C,0
3,2025-01-03,DUH,,C,0
3,2025-01-07,DUL,,C,0
3,2025-01-08,DUL,,C,0
3,2025-01-09,DUH,,C,0
3,2025-01-10,DUH,,C,0
3,2025-01-11,SCB,,C,0
3,2025-01-13,EE,,C,0
3,2025-01-15,CS,,C,0
3,2025-01-16,CM,,C,0
3,2025-01-17,SCB,,C,0
3,2025-01-18,SCB,,C,0
3,2025-01-21,CS,,C,0
3,2025-01-22,DUH,,C,0
3,2025-01-24,DUL,,C,0
3,2025-01-25,DUH,,C,0
3,2025-01-27,EE,,C,0
3,2025-01-28,SCT,,C,0
3,2025-01-29,CM,,C,0
3,2025-01-30,EE,,C,0
3,2025-02-01,CW,,C,0
3,2025-02-04,SCT,,C,0
3,2025-02-05,DUH,,C,0
3,2025-02-06,CS,,C,0
3,2025-02-07,CM,,C,0
3,2025-02-10,EE,,C,0
3,2025-02-11,DUL,,C,0
3,2025-02-13,DUH,,C,0
3,2025-02-14,DUL,,C,0
3,2025-02-15,SCT,,C,0
3,2025-02-18,SCT,,C,0
3,2025-02-19,DUL,,C,0
3,2025-02-21,DUL,,C,0
3,2025-02-25,DUH,,C,0
3,2025-02-26,DUL,,C,0
3,2025-03-03,CM,,C,0
3,2025-03-04,SCB,,C,0
3,2025-03-05,DUL,,C,0
3,2025-03-06,CW,,C,0
3,2025-03-07,DUL,,C,0
3,2025-03-08,CS,,C,0
3,2025-03-09,CM,,C,0
3,2025-03-10,CM,,C,0
3,2025-03-11,CS,,C,0
3,2025-03-13,DUL,,C,0
3,2025-03-14,DUH,,C,0
3,2025-03-15,CM,,C,0
3,2025-03-16,DUH,,C,0
3,2025-03-17,DUL,,C,0
3,2025-03-19,CM,,C,0
3,2025-03-23,CW,,C,0
3,2025-03-24,DUL,,C,0
3,2025-03-28,DUH,,C,0
3,2025-03-30,CS,,C,0
3,2025-04-01,DUH,,C,0
3,2025-04-02,DUH,,C,0
3,2025-04-04,EE,,C,0
3,2025-04-05,CW,,C,0
3,2025-04-06,DUL,,C,0
3,2025-04-07,CS,,C,0
3,2025-04-10,DUL,,C,0
3,2025-04-11,DUH,,C,0
3,2025-04-12,CW,,C,0
3,2025-04-16,SCT,,C,0
3,2025-04-17,CS,,C,0
3,2025-04-18,SCT,,C,0
3,2025-04-19,SCB,,C,0
3,2025-04-22,CW,,C,0
3,2025-04-24,DUH,,C,0
3,2025-04-25,DUL,,C,0
3,2025-04-27,EE,,C,0
3,2025-04-28,DUL,,C,0
3,2025-04-29,DUL,,C,0
3,2025-04-30,EE,,C,0
3,2025-05-01,CM,,C,0
3,2025-05-02,DUL,,C,0
3,2025-05-03,CM,,C,0
3,2025-05-04,DUH,,C,0
3,2025-05-05,DUH,,C,0
3,2025-05-06,DUH,,C,0
3,2025-05-09,DUL,,C,0
3,2025-05-12,EE,,C,0
3,2025-05-13,SCB,,C,0
3,2025-05-15,CW,,C,0
3,2025-05-17,DUL,,C,0
3,2025-05-18,DUH,,C,0
3,2025-05-20,SCB,,C,0
3,2025-05-22,CM,,C,0
3,2025-05-23,CW,,C,0
3,2025-05-24,DUL,,C,0
3,2025-05-25,SCT,,C,0
3,2025-05-29,DUL,,C,0
3,2025-05-30,CM,,C,0
3,2025-06-01,DUL,,C,0
3,2025-06-02,CS,,C,0
3,2025-06-05,DUL,,C,0
3,2025-06-08,CS,,C,0
3,2025-06-12,SCB,,C,0
3,2025-06-13,CS,,C,0
3,2025-06-16,CS,,C,0
3,2025-06-21,SCB,,C,0
3,2025-06-22,DUH,,C,0
3,2025-06-25,DUL,,C,0
3,2025-06-27,DUL,,C,0
3,2025-06-28,DUL,,C,0
3,2025-06-29,DUH,,C,0
3,2025-06-30,EE,,C,0
3,2025-07-01,CS,,C,0
3,2025-07-02,DUH,,C,0
3,2025-07-04,SCT,,C,0
3,2025-07-05,CM,,C,0
3,2025-07-06,DUH,,C,0
3,2025-07-08,CM,,C,0
3,2025-07-11,CS,,C,0
3,2025-07-12,DUH,,C,0
3,2025-07-13,CS,,C,0
3,2025-07-14,DUH,,C,0
3,2025-07-15,CS,,C,0
3,2025-07-18,DUL,,C,0
3,2025-07-20,DUL,,C,0
3,2025-07-26,CM,,C,0
3,2025-07-28,CS,,C,0
3,2025-07-29,CM,,C,0
3,2025-08-02,EE,,C,0
3,2025-08-03,DUH,,C,0
3,2025-08-04,SCT,,C,0
3,2025-08-05,EE,,C,0
3,2025-08-08,EE,,C,0
3,2025-08-11,DUL,,C,0
3,2025-08-12,DUL,,C,0
3,2025-08-13,EE,,C,0
3,2025-08-14,DUL,,C,0
3,2025-08-15,DUL,,C,0
3,2025-08-16,DUH,,C,0
3,2025-08-17,CS,,C,0
3,2025-08-19,SCT,,C,0
3,2025-08-21,DUL,,C,0
3,2025-08-23,CM,,C,0
3,2025-08-24,DUH,,C,0
3,2025-08-25,CS,,C,0
3,2025-08-26,DUH,,C,0
3,2025-08-28,DUL,,C,0
3,2025-08-30,CS,,C,0
3,2025-09-02,CW,,C,0
3,2025-09-03,CS,,C,0
3,2025-09-04,DUH,,C,0
3,2025-09-05,EE,,C,0
3,2025-09-07,DUL,,C,0
3,2025-09-09,DUL,,C,0
3,2025-09-11,CW,,C,0
3,2025-09-12,SCT,,C,0
3,2025-09-13,CS,,C,0
3,2025-09-14,CM,,C,0
3,2025-09-15,CS,,C,0
3,2025-09-16,DUL,,C,0
3,2025-09-18,DUL,,C,0
3,2025-09-20,CS,,C,0
3,2025-09-21,CS,,C,0
3,2025-09-22,DUH,,C,0
3,2025-09-25,DUH,,C,0
3,2025-09-27,CS,,C,0
3,2025-09-29,DUL,,C,0
3,2025-10-01,DUH,,C,0
3,2025-10-03,CS,,C,0
3,2025-10-04,CM,,C,0
3,2025-10-05,DUH,,C,0
3,2025-10-06,DUH,,C,0
3,2025-10-08,SCT,,C,0
3,2025-10-09,DUL,,C,0
3,2025-10-10,DUL,,C,0
3,2025-10-11,DUL,,C,0
3,2025-10-12,CS,,C,0
3,2025-10-13,DUH,,C,0
3,2025-10-15,EE,,C,0
3,2025-10-16,SCT,,C,0
3,2025-10-17,DUL,,C,0
3,2025-10-19,EE,,C,0
3,2025-10-20,SCB,,C,0
3,2025-10-21,DUL,,C,0
3,2025-10-22,CS,,C,0
3,2025-10-24,CS,,C,0
3,2025-10-27,CS,,C,0
3,2025-10-28,CW,,C,0
3,2025-10-29,DUL,,C,0
3,2025-10-31,CW,,C,0
3,2025-11-03,CM,,C,0
3,2025-11-04,DUL,,C,0
3,2025-11-06,DUH,,C,0
3,2025-11-08,DUH,,C,0
3,2025-11-10,CS,,C,0
3,2025-11-14,DUH,,C,0
3,2025-11-17,DUH,,C,0
3,2025-11-18,DUL,,C,0
3,2025-11-20,EE,,C,0
3,2025-11-22,CM,,C,0
3,2025-11-23,CM,,C,0
3,2025-11-27,DUL,,C,0
3,2025-11-29,DUH,,C,0
3,2025-11-30,CM,,C,0
4,2024-04-16,CM,,D,0
4,2024-04-18,DUL,,D,0
4,2024-04-19,EE,,D,0
4,2024-04-20,DUH,,D,0
4,2024-04-21,CS,,D,0
4,2024-04-22,CS,,D,0
4,2024-04-24,CS,,D,0
4,2024-04-25,EE,,D,0
4,2024-04-28,DUL,,D,0
4,2024-04-29,DUH,,D,0
4,2024-04-30,DUH,,D,0
4,2024-05-01,SCT,,D,0
4,2024-05-03,DUL,,D,0
4,2024-05-04,DUL,,D,0
4,2024-05-06,CS,,D,0
4,2024-05-13,CM,,D,0
4,2024-05-14,CM,,D,0
4,2024-05-15,DUH,,D,0
4,2024-05-16,DUL,,D,0
4,2024-05-17,DUL,,D,0
4,2024-05-18,DUH,,D,0
4,2024-05-20,DUH,,D,0
4,2024-05-22,DUL,,D,0
4,2024-05-25,DUH,,D,0
4,2024-05-28,CS,,D,0
4,2024-05-29,SCT,,D,0
4,2024-05-30,CS,,D,0
4,2024-05-31,CM,,D,0
4,2024-06-01,DUH,,D,0
4,2024-06-02,CS,,D,0
4,2024-06-03,DUL,,D,0
4,2024-06-05,CW,,D,0
4,2024-06-06,CM,,D,0
4,2024-06-07,EE,,D,0
4,2024-06-08,DUL,,D,0
4,2024-06-09,DUL,,D,0
4,2024-06-10,EE,,D,0
4,2024-06-11,CS,,D,0
4,2024-06-14,DUH,,D,0
4,2024-06-17,DUH,,D,0
4,2024-06-18,CW,,D,0
4,2024-06-19,SCT,,D,0
4,2024-06-21,DUL,,D,0
4,2024-06-24,SCT,,D,0
4,2024-06-25,SCT,,D,0
4,2024-06-27,SCT,,D,0
4,2024-06-28,CM,,D,0
4,2024-06-29,EE,,D,0
4,2024-06-30,CS,,D,0
4,2024-07-02,SCT,,D,0
4,2024-07-03,DUH,,D,0
4,2024-07-04,DUL,,D,0
4,2024-07-05,CS,,D,0
4,2024-07-06,CS,,D,0
4,2024-07-07,EE,,D,0
4,2024-07-08,DUL,,D,0
4,2024-07-10,SCT,,D,0
4,2024-07-12,DUH,,D,0
4,2024-07-16,CM,,D,0
4,2024-07-17,CS,,D,0
4,2024-07-21,CS,,D,0
4,2024-07-23,EE,,D,0
4,2024-07-24,CM,,D,0
4,2024-07-27,CM,,D,0
4,2024-07-28,EE,,D,0
4,2024-07-29,DUH,,D,0
4,2024-07-31,CM,,D,0
4,2024-08-03,SCB,,D,0
4,2024-08-04,DUL,,D,0
4,2024-08-05,DUL,,D,0
4,2024-08-08,CS,,D,0
4,2024-08-12,SCT,,D,0
4,2024-08-13,DUH,,D,0
4,2024-08-16,SCT,,D,0
4,2024-08-18,DUH,,D,0
