customer_id,event_date,churn_probability,risk_grade,driving_ngram,actual_churn_in_90_days
1,2024-09-14,0.0262430939226519,A,CS DUH,0
1,2024-09-15,0.05,B,CS DUH DUH,0
1,2024-09-16,0.0313765182186234,A,DUH DUH DUH,0
1,2024-09-19,0.0313765182186234,A,DUH DUH DUH,0
1,2024-09-20,0.0364077669902912,A,DUH DUH SCT,0
1,2024-09-21,0.0586419753086419,B,DUH SCT CS,0
1,2024-09-22,0.0287146226415094,A,CS,0
1,2024-09-24,0.0287146226415094,A,CS,0
1,2024-09-25,0.0436507936507936,A,CS CS SCT,0
1,2024-09-26,0.0576923076923076,B,CS SCT CS,0
1,2024-10-04,0.0758426966292134,B,SCT CS DUL,0
1,2024-10-06,0.043103448275862,A,CS DUL SCT,0
1,2024-10-08,0.04375,A,DUL SCT SCB,0
1,2024-10-11,0.0583333333333333,B,SCT SCB CS,0
1,2024-10-13,0.0460526315789473,A,SCB CS DUL,0
1,2024-10-15,0.0344311377245509,A,CS DUL DUH,0
1,2024-10-16,0.0286745964316057,A,DUH DUH,0
1,2024-10-17,0.0364077669902912,A,DUH DUH SCT,0
1,2024-10-18,0.0284090909090909,A,SCT,0
1,2024-10-20,0.035,A,SCT SCT CM,0
1,2024-10-21,0.035,A,SCT CM EE,0
1,2024-10-22,0.03125,A,CM EE CW,0
1,2024-10-24,0.0288461538461538,A,EE CW CS,0
1,2024-10-25,0.0307017543859649,A,CW CS DUH,0
1,2024-10-26,0.0348463187991422,A,SCB,0
1,2024-10-27,0.0250922833538407,A,DUH,0
1,2024-10-29,0.0805084745762711,B,SCB DUH DUH,0
1,2024-10-30,0.0280082987551867,A,DUH DUH DUL,0
1,2024-10-31,0.028443113772455,A,DUH DUL CM,0
1,2024-11-01,0.0392441860465116,A,DUL CM DUL,0
1,2024-11-02,0.0251575157515751,A,DUL,0
1,2024-11-04,0.032312925170068,A,DUL DUL CM,0
1,2024-11-06,0.0572289156626506,B,DUL CM EE,0
1,2024-11-07,0.0657894736842105,B,CM EE CS,0
1,2024-11-08,0.0287146226415094,A,CS,0
1,2024-11-09,0.03125,A,CS DUL,0
1,2024-11-10,0.054,B,CS DUL CM,0
1,2024-11-13,0.0572289156626506,B,DUL CM EE,0
1,2024-11-14,0.0319819819819819,A,EE DUH,0
1,2024-11-15,0.05,B,EE DUH CS,0
1,2024-11-16,0.0326086956521739,A,DUH CS CM,0
1,2024-11-18,0.0785714285714285,B,CS CM SCB,0
1,2024-11-19,0.0670731707317073,B,CM SCB DUH,0
1,2024-11-20,0.0805084745762711,B,SCB DUH DUH,0
1,2024-11-22,0.0305851063829787,A,DUH DUH CM,0
1,2024-11-24,0.0243526510480887,A,CM,0
1,2024-11-25,0.0253977968176254,A,CM DUH,0
1,2024-11-26,0.0451807228915662,A,CM DUH EE,0
1,2024-11-28,0.0373263888888888,A,EE SCT,0
1,2024-11-29,0.0486798679867986,A,SCT EE,0
1,2024-11-30,0.0805084745762711,B,SCT EE DUH,0
1,2024-12-01,0.0301724137931034,A,EE DUH SCT,0
1,2024-12-03,0.0586419753086419,B,DUH SCT CS,0
1,2024-12-04,0.0287146226415094,A,CS,0
1,2024-12-05,0.03125,A,CS DUL,0
1,2024-12-09,0.033876050420168,A,EE,0
1,2024-12-10,0.0249820273184759,A,CW,0
1,2024-12-11,0.0288461538461538,A,EE CW CS,0
1,2024-12-14,0.03,A,CW CS SCT,0
1,2024-12-16,0.034090909090909,A,CS SCT CW,0
1,2024-12-18,0.0375,A,SCT CW CS,0
1,2024-12-19,0.0287146226415094,A,CS,0
1,2024-12-21,0.0743243243243243,B,CS CS SCB,0
1,2024-12-23,0.05,B,CS SCB CM,0
1,2024-12-24,0.0729166666666666,B,SCB CM SCT,0
1,2024-12-25,0.0348463187991422,A,SCB,0
1,2024-12-26,0.0322966507177033,A,SCB CM,0
1,2024-12-27,0.0252126366950182,A,CM DUL,0
1,2024-12-28,0.0251575157515751,A,DUL,0
1,2024-12-29,0.032312925170068,A,DUL DUL CM,0
1,2024-12-31,0.0572289156626506,B,DUL CM EE,0
1,2025-01-02,0.0422185430463576,A,EE EE,0
1,2025-01-04,0.0319819819819819,A,EE DUH,0
1,2025-01-07,0.05,B,EE DUH CS,0
1,2025-01-12,0.0475543478260869,A,DUH CS DUH,0
1,2025-01-15,0.0248800959232613,A,DUH CM,0
1,2025-01-17,0.0287146226415094,A,CS,0
1,2025-01-20,0.0284090909090909,A,SCT,0
1,2025-01-21,0.0250922833538407,A,DUH,0
1,2025-01-22,0.06875,B,SCT DUH SCB,0
1,2025-01-23,0.0250922833538407,A,DUH,0
1,2025-01-24,0.0284090909090909,A,SCT,0
1,2025-01-25,0.0586419753086419,B,DUH SCT CS,0
1,2025-01-27,0.078125,B,SCT CS EE,0
1,2025-01-28,0.0474137931034482,A,CS EE CS,0
1,2025-01-29,0.1145833333333333,C,EE CS CW,0
1,2025-02-02,0.0572916666666666,B,CS CW DUH,0
1,2025-02-04,0.0318181818181818,A,CW DUH CS,0
1,2025-02-05,0.0518867924528301,B,DUH CS SCB,0
1,2025-02-06,0.0625,B,CS SCB SCT,0
1,2025-02-08,0.0576923076923076,B,SCB SCT SCB,0
1,2025-02-09,0.0579470198675496,B,SCB SCT,0
1,2025-02-11,0.0982142857142857,B,SCB SCT CM,0
1,2025-02-12,0.0287146226415094,A,CS,0
1,2025-02-13,0.0326086956521739,A,CM CS CS,0
1,2025-02-15,0.0262430939226519,A,CS DUH,0
1,2025-02-16,0.05,B,CS DUH DUH,0
1,2025-02-19,0.0280082987551867,A,DUH DUH DUL,0
1,2025-02-20,0.0331221198156682,A,DUL CS,0
1,2025-02-21,0.0375,A,DUL CS DUL,0
1,2025-02-24,0.054,B,CS DUL CM,0
1,2025-02-26,0.0392441860465116,A,DUL CM DUL,0
1,2025-02-27,0.0251575157515751,A,DUL,0
1,2025-03-02,0.0250922833538407,A,DUH,0
1,2025-03-03,0.033695652173913,A,DUL DUH DUL,0
1,2025-03-05,0.0250922833538407,A,DUH,0
1,2025-03-06,0.0373376623376623,A,DUL DUH CM,0
1,2025-03-07,0.0287146226415094,A,CS,0
1,2025-03-08,0.0326086956521739,A,CM CS CS,0
1,2025-03-10,0.0436507936507936,A,CS CS SCT,0
1,2025-03-13,0.0472972972972973,A,CS SCT SCT,0
1,2025-03-15,0.0251575157515751,A,DUL,0
1,2025-03-17,0.0302197802197802,A,SCT DUL CM,0
1,2025-03-18,0.0392441860465116,A,DUL CM DUL,0
1,2025-03-19,0.0331221198156682,A,DUL CS,0
1,2025-03-20,0.0262430939226519,A,CS DUH,0
1,2025-03-21,0.0348463187991422,A,SCB,0
1,2025-03-23,0.0322966507177033,A,SCB CM,0
1,2025-03-25,0.0252126366950182,A,CM DUL,0
1,2025-03-26,0.0282738095238095,A,CM DUL DUH,0
1,2025-03-27,0.0284090909090909,A,SCT,0
1,2025-03-29,0.0284090909090909,A,SCT,0
1,2025-03-31,0.0451807228915662,A,SCT CS,0
1,2025-04-01,0.0668316831683168,B,SCT CS DUH,0
1,2025-04-03,0.0348463187991422,A,SCB,0
1,2025-04-04,0.0673076923076923,B,DUH SCB SCT,0
1,2025-04-06,0.0357142857142857,A,SCB SCT DUH,0
1,2025-04-07,0.0625,B,SCT DUH CS,0
1,2025-04-08,0.0487012987012987,A,DUH CS EE,0
1,2025-04-09,0.0474137931034482,A,CS EE CS,0
1,2025-04-13,0.0330188679245283,A,EE CS CM,0
1,2025-04-14,0.0252126366950182,A,CM DUL,0
1,2025-04-15,0.0286259541984732,A,CM DUL CM,0
1,2025-04-16,0.0243526510480887,A,CM,0
1,2025-04-18,0.0316091954022988,A,CM CM CS,0
1,2025-04-25,0.0284090909090909,A,SCT,0
1,2025-04-26,0.03125,A,CS SCT DUL,0
1,2025-04-30,0.033876050420168,A,EE,0
1,2025-05-05,0.0443262411347517,A,EE CS,0
1,2025-05-06,0.0718085106382978,B,EE CS DUL,0
1,2025-05-08,0.0496323529411764,A,CS DUL CS,0
1,2025-05-09,0.0746753246753246,B,DUL CS EE,0
1,2025-05-10,0.0394736842105263,A,CS EE CW,0
1,2025-05-12,0.0326086956521739,A,EE CW CM,0
1,2025-05-14,0.0252126366950182,A,CM DUL,0
1,2025-05-15,0.0931372549019607,B,CM DUL SCB,0
1,2025-05-18,0.0301724137931034,A,DUL SCB DUH,0
1,2025-05-20,0.0296610169491525,A,SCB DUH DUL,0
1,2025-05-25,0.0331221198156682,A,DUL CS,0
1,2025-05-26,0.0375,A,DUL CS DUL,0
1,2025-05-27,0.043103448275862,A,CS DUL SCT,0
1,2025-05-29,0.0386178861788617,A,DUL SCT DUL,0
1,2025-05-30,0.0331858407079646,A,SCT DUL DUH,0
1,2025-06-01,0.0373376623376623,A,DUL DUH CM,0
1,2025-06-02,0.0243526510480887,A,CM,0
1,2025-06-04,0.0316091954022988,A,CM CM CS,0
1,2025-06-05,0.0262430939226519,A,CS DUH,0
1,2025-06-07,0.0256238859180035,A,DUH DUL,0
1,2025-06-09,0.0331221198156682,A,DUL CS,0
1,2025-06-10,0.0746753246753246,B,DUL CS EE,0
1,2025-06-14,0.0394736842105263,A,CS EE CW,0
1,2025-06-15,0.046875,A,EE CW SCT,0
1,2025-06-16,0.0535714285714285,B,CW SCT SCB,0
1,2025-06-17,0.0583333333333333,B,SCT SCB CS,0
1,2025-06-20,0.0472972972972973,A,SCB CS CM,0
1,2025-06-21,0.0253977968176254,A,CM DUH,0
1,2025-06-22,0.0284090909090909,A,SCT,0
1,2025-06-24,0.0284090909090909,A,SCT,0
1,2025-06-25,0.0251575157515751,A,DUL,0
1,2025-06-26,0.0267857142857142,A,SCT DUL CW,0
1,2025-06-27,0.0381944444444444,A,DUL CW DUL,0
1,2025-06-28,0.0561224489795918,B,CW DUL CS,0
1,2025-07-02,0.0375,A,DUL CS DUL,0
1,2025-07-13,0.054,B,CS DUL CM,0
1,2025-07-14,0.0243526510480887,A,CM,0
1,2025-07-16,0.0361519607843137,A,CM SCT,0
1,2025-07-17,0.0302197802197802,A,CM SCT DUL,0
1,2025-07-19,0.0251575157515751,A,DUL,0
1,2025-07-20,0.0435393258426966,A,DUL DUL CS,0
1,2025-07-22,0.0416666666666666,A,DUL CS SCT,0
1,2025-07-23,0.0306490384615384,A,SCT CM,0
1,2025-07-25,0.0301724137931034,A,SCT CM CM,0
1,2025-07-26,0.0491071428571428,A,CM CM EE,0
1,2025-07-27,0.0961538461538461,B,CM EE SCT,0
1,2025-07-28,0.0561224489795918,B,EE SCT CM,0
1,2025-07-30,0.0301724137931034,A,SCT CM CM,0
1,2025-08-01,0.0361519607843137,A,CM SCT,0
1,2025-08-03,0.0572916666666666,B,CM SCT SCT,0
1,2025-08-05,0.0251575157515751,A,DUL,0
1,2025-08-06,0.033876050420168,A,EE,0
1,2025-08-07,0.0301358234295415,A,EE DUL,0
1,2025-08-08,0.0471311475409836,A,EE DUL DUL,0
1,2025-08-09,0.0335420393559928,A,DUL SCT,0
1,2025-08-10,0.0625,B,DUL SCT DUH,0
1,2025-08-11,0.0256238859180035,A,DUH DUL,0
1,2025-08-12,0.040566037735849,A,DUL SCB,0
1,2025-08-14,0.0763888888888889,B,DUL SCB SCT,0
1,2025-08-15,0.1785714285714285,D,SCB SCT EE,0
1,2025-08-17,0.0805084745762711,B,SCT EE DUH,0
1,2025-08-19,0.0452380952380952,A,EE DUH DUL,0
1,2025-08-20,0.0251575157515751,A,DUL,0
1,2025-08-23,0.032312925170068,A,DUL DUL CM,0
1,2025-08-30,0.0361519607843137,A,CM SCT,0
1,2025-09-01,0.0451807228915662,A,SCT CS,0
1,2025-09-02,0.0758426966292134,B,SCT CS DUL,0
1,2025-09-03,0.0255102040816326,A,CS DUL DUL,0
1,2025-09-08,0.0597826086956521,B,DUL DUL SCB,0
1,2025-09-09,0.0921052631578947,B,DUL SCB SCB,0
1,2025-09-10,0.1071428571428571,C,SCB SCB SCB,0
1,2025-09-11,0.0833333333333333,B,SCB SCB CW,0
1,2025-09-13,0.046875,A,SCB CW CM,0
1,2025-09-15,0.033876050420168,A,EE,0
1,2025-09-17,0.0319819819819819,A,EE DUH,0
1,2025-09-18,0.0301724137931034,A,EE DUH SCT,0
1,2025-09-19,0.0486798679867986,A,SCT EE,0
1,2025-09-20,0.0805084745762711,B,SCT EE DUH,0
1,2025-09-23,0.0295275590551181,A,EE DUH DUH,0
1,2025-09-24,0.0305851063829787,A,DUH DUH CM,0
1,2025-09-25,0.050233644859813,B,CM SCB,0
1,2025-09-27,0.07,B,CM SCB EE,0
1,2025-09-29,0.0729166666666666,B,SCB EE EE,0
1,2025-09-30,0.0723684210526315,B,EE EE EE,0
1,2025-10-01,0.0267653758542141,A,EE CM,0
1,2025-10-02,0.033876050420168,A,EE,0
1,2025-10-04,0.0422185430463576,A,EE EE,0
1,2025-10-05,0.070754716981132,B,EE EE DUL,0
1,2025-10-06,0.03099173553719,A,EE DUL DUH,0
1,2025-10-07,0.033876050420168,A,EE,0
1,2025-10-08,0.0267653758542141,A,EE CM,0
1,2025-10-09,0.033876050420168,A,EE,0
1,2025-10-11,0.0422185430463576,A,EE EE,0
1,2025-10-12,0.095,B,EE EE CS,0
1,2025-10-13,0.0914634146341463,B,EE CS EE,0
1,2025-10-14,0.0657894736842105,B,CS EE CM,0
1,2025-10-16,0.0339506172839506,A,EE CM DUL,0
1,2025-10-17,0.0282738095238095,A,CM DUL DUH,0
1,2025-10-18,0.033695652173913,A,DUL DUH DUL,0
1,2025-10-19,0.0251575157515751,A,DUL,0
1,2025-10-21,0.0250922833538407,A,DUH,0
1,2025-10-22,0.0284090909090909,A,SCT,0
1,2025-10-24,0.0261904761904761,A,DUH SCT DUL,0
1,2025-10-27,0.0331221198156682,A,DUL CS,0
1,2025-10-29,0.0383333333333333,A,DUL CS CS,0
1,2025-10-31,0.03125,A,CS DUL,0
1,2025-11-01,0.033876050420168,A,EE,0
1,2025-11-04,0.0267653758542141,A,EE CM,0
1,2025-11-05,0.0286458333333333,A,EE CM DUH,0
1,2025-11-06,0.0287146226415094,A,CS,0
1,2025-11-07,0.0287146226415094,A,CS,0
1,2025-11-08,0.03125,A,CS DUL,0
1,2025-11-09,0.043103448275862,A,CS DUL SCT,0
1,2025-11-11,0.05,B,DUL SCT EE,0
1,2025-11-12,0.0585106382978723,B,SCT EE CS,0
1,2025-11-13,0.0287146226415094,A,CS,0
1,2025-11-15,0.03125,A,CS DUL,0
1,2025-11-18,0.0496323529411764,A,CS DUL CS,0
1,2025-11-23,0.0262430939226519,A,CS DUH,0
1,2025-11-24,0.0287146226415094,A,CS,0
1,2025-11-26,0.0487012987012987,A,DUH CS EE,0
1,2025-11-28,0.0611111111111111,B,CS EE SCT,0
1,2025-11-29,0.0251575157515751,A,DUL,0
1,2025-11-30,0.0251575157515751,A,DUL,0
2,2024-12-14,0.0284090909090909,A,SCT,0
2,2024-12-16,0.0451807228915662,A,SCT CS,0
2,2024-12-17,0.078125,B,SCT CS EE,0
2,2024-12-19,0.0611111111111111,B,CS EE SCT,0
2,2024-12-20,0.0561224489795918,B,EE SCT CM,0
2,2024-12-22,0.0301724137931034,A,SCT CM CM,0
2,2024-12-23,0.0252126366950182,A,CM DUL,0
2,2024-12-25,0.0286259541984732,A,CM DUL CM,0
2,2024-12-26,0.0307017543859649,A,DUL CM CW,0
2,2024-12-27,0.07,B,CM CW SCT,0
2,2024-12-29,0.0625,B,CW SCT CW,0
2,2025-01-06,0.0251575157515751,A,DUL,0
2,2025-01-08,0.053030303030303,B,CW DUL SCT,0
2,2025-01-09,0.0625,B,DUL SCT DUH,0
2,2025-01-12,0.06875,B,SCT DUH SCB,0
2,2025-01-14,0.0293367346938775,A,SCB CS,0
2,2025-01-15,0.0336538461538461,A,SCB CS DUH,0
2,2025-01-17,0.0248800959232613,A,DUH CM,0
2,2025-01-19,0.0243526510480887,A,CM,0
2,2025-01-21,0.0491071428571428,A,CM CM EE,0
2,2025-01-25,0.0422185430463576,A,EE EE,0
2,2025-01-30,0.0267653758542141,A,EE CM,0
2,2025-02-03,0.0339506172839506,A,EE CM DUL,0
2,2025-02-04,0.0335420393559928,A,DUL SCT,0
2,2025-02-08,0.0306490384615384,A,SCT CM,0
2,2025-02-09,0.0372340425531914,A,SCT CM SCT,0
2,2025-02-12,0.0302197802197802,A,CM SCT DUL,0
2,2025-02-13,0.0251575157515751,A,DUL,0
2,2025-02-15,0.0597826086956521,B,DUL DUL SCB,0
2,2025-02-16,0.0611111111111111,B,DUL SCB DUL,0
2,2025-02-17,0.0250922833538407,A,DUH,0
2,2025-02-18,0.0286745964316057,A,DUH DUH,0
2,2025-02-20,0.0466101694915254,A,DUH DUH CW,0
2,2025-02-21,0.0287146226415094,A,CS,0
2,2025-03-01,0.0307017543859649,A,CW CS DUH,1
2,2025-03-07,0.05,B,CS DUH DUH,1
2,2025-03-08,0.0364077669902912,A,DUH DUH SCT,1
2,2025-03-10,0.0586419753086419,B,DUH SCT CS,1
2,2025-03-11,0.0282939189189189,A,CS CM,1
2,2025-03-13,0.0785714285714285,B,CS CM SCB,1
2,2025-03-14,0.0282258064516129,A,CM SCB DUL,1
2,2025-03-15,0.02734375,A,SCB DUL DUL,1
2,2025-03-16,0.032312925170068,A,DUL DUL CM,1
2,2025-03-19,0.0243526510480887,A,CM,1
2,2025-03-20,0.0253977968176254,A,CM DUH,1
2,2025-03-22,0.0290697674418604,A,CM DUH CM,1
2,2025-03-24,0.0255376344086021,A,DUH CM DUH,1
2,2025-03-25,0.0451807228915662,A,CM DUH EE,1
2,2025-03-26,0.0513392857142857,B,DUH EE DUH,1
2,2025-03-27,0.0308988764044943,A,EE DUH CM,1
2,2025-03-28,0.0506756756756756,B,DUH CM SCT,1
2,2025-03-31,0.048469387755102,A,CM SCT DUH,1
2,2025-04-01,0.03125,A,SCT DUH CM,1
2,2025-04-02,0.050233644859813,B,CM SCB,1
2,2025-04-05,0.07,B,CM SCB EE,1
2,2025-04-08,0.1166666666666666,C,SCB EE CW,1
2,2025-04-09,0.0625,B,EE CW DUH,1
2,2025-04-10,0.0380434782608695,A,CW DUH CM,1
2,2025-04-11,0.0435393258426966,A,DUH CM DUL,1
2,2025-04-12,0.0251575157515751,A,DUL,1
2,2025-04-15,0.0335420393559928,A,DUL SCT,1
2,2025-04-17,0.0625,B,DUL SCT DUH,1
2,2025-04-20,0.06875,B,SCT DUH SCB,1
2,2025-04-21,0.0875,B,DUH SCB SCB,1
2,2025-04-22,0.1973684210526315,D,SCB SCB DUL,1
2,2025-04-23,0.0785714285714285,B,SCB DUL EE,1
2,2025-04-25,0.0301358234295415,A,EE DUL,1
2,2025-04-27,0.03099173553719,A,EE DUL DUH,1
2,2025-04-29,0.0373376623376623,A,DUL DUH CM,1
2,2025-05-01,0.0435393258426966,A,DUH CM DUL,1
2,2025-05-02,0.033876050420168,A,EE,1
2,2025-05-05,0.0422185430463576,A,EE EE,1
2,2025-05-12,0.070754716981132,B,EE EE DUL,1
2,2025-05-14,0.033876050420168,A,EE,1
2,2025-05-17,0.0383064516129032,A,DUL EE DUH,1
2,2025-05-18,0.05,B,EE DUH CS,1
2,2025-05-21,0.0572916666666666,B,DUH CS CW,1
2,2025-05-23,0.0833333333333333,B,CS CW EE,1
2,2025-05-24,0.1029411764705882,C,CW EE SCT,1
2,2025-05-26,0.078125,B,EE SCT CS,1
3,2024-09-28,0.0250922833538407,A,DUH,0
3,2024-09-29,0.0248800959232613,A,DUH CM,0
3,2024-09-30,0.0506756756756756,B,DUH CM SCT,0
3,2024-10-01,0.0306490384615384,A,SCT CM,0
3,2024-10-02,0.0301724137931034,A,SCT CM CM,0
3,2024-10-04,0.050233644859813,B,CM SCB,0
3,2024-10-09,0.0282258064516129,A,CM SCB DUL,0
3,2024-10-10,0.0250922833538407,A,DUH,0
3,2024-10-11,0.0286745964316057,A,DUH DUH,0
3,2024-10-12,0.0357142857142857,A,DUH DUH CS,0
3,2024-10-14,0.0287146226415094,A,CS,0
3,2024-10-15,0.044375,A,CS EE,0
3,2024-10-16,0.0394736842105263,A,CS EE CW,0
3,2024-10-18,0.0251575157515751,A,DUL,0
3,2024-10-19,0.0539215686274509,B,CW DUL DUL,0
3,2024-10-20,0.032312925170068,A,DUL DUL CM,0
3,2024-10-21,0.0243526510480887,A,CM,0
3,2024-10-23,0.0243526510480887,A,CM,0
3,2024-10-24,0.0316091954022988,A,CM CM CS,0
3,2024-10-25,0.0397727272727272,A,CM CS CW,0
3,2024-10-27,0.0572916666666666,B,CS CW DUL,0
3,2024-10-30,0.0250922833538407,A,DUH,0
3,2024-11-01,0.033876050420168,A,EE,0
3,2024-11-02,0.0301358234295415,A,EE DUL,0
3,2024-11-04,0.0648148148148148,B,EE DUL SCB,0
3,2024-11-05,0.0611111111111111,B,DUL SCB DUL,0
3,2024-11-07,0.0388888888888888,A,SCB DUL CM,0
3,2024-11-10,0.0295031055900621,A,DUL CM DUH,0
3,2024-11-13,0.0286745964316057,A,DUH DUH,0
3,2024-11-14,0.0357142857142857,A,DUH DUH CS,0
3,2024-11-19,0.0289473684210526,A,DUH CS SCT,0
3,2024-11-20,0.0250922833538407,A,DUH,0
3,2024-11-22,0.06875,B,SCT DUH SCB,0
3,2024-11-23,0.0250922833538407,A,DUH,0
3,2024-11-24,0.0805084745762711,B,SCB DUH DUH,0
3,2024-11-26,0.0305851063829787,A,DUH DUH CM,0
3,2024-11-27,0.0435393258426966,A,DUH CM DUL,0
3,2024-11-28,0.0286259541984732,A,CM DUL CM,0
3,2024-11-30,0.0361519607843137,A,CM SCT,0
3,2024-12-02,0.048469387755102,A,CM SCT DUH,0
3,2024-12-05,0.033876050420168,A,EE,0
3,2024-12-07,0.0267653758542141,A,EE CM,0
3,2024-12-08,0.0595238095238095,B,EE CM SCT,0
3,2024-12-09,0.048469387755102,A,CM SCT DUH,0
3,2024-12-11,0.0625,B,SCT DUH CS,0
3,2024-12-13,0.0326086956521739,A,DUH CS CM,0
3,2024-12-14,0.0243526510480887,A,CM,0
3,2024-12-16,0.0361519607843137,A,CM SCT,0
3,2024-12-17,0.0302197802197802,A,CM SCT DUL,0
3,2024-12-18,0.0331858407079646,A,SCT DUL DUH,0
3,2024-12-20,0.0286745964316057,A,DUH DUH,0
3,2024-12-21,0.0280082987551867,A,DUH DUH DUL,0
3,2024-12-25,0.065126050420168,B,DUH DUL SCT,0
3,2024-12-26,0.0451807228915662,A,SCT CS,0
3,2024-12-27,0.0668316831683168,B,SCT CS DUH,0
